Id,Date,Ts Code,Amount,Change,Close,High,Low,Open,Pct Chg,Pre Close,Vol,comment_sentiment,news_sentiment,r1,r2,r3,r4,r5
854,8/30/2018,600036.SH,772976.674,-0.62,28.14,28.87,28.08,28.73,-2.1558,28.76,272573.33,0.427791216,0.000128449,8.2,,18.35,5.8,
855,8/29/2018,600036.SH,749530.161,0.14,28.76,29,28.45,28.63,0.4892,28.62,260969.41,0.479955078,3.21E-09,8.13,,18.73,5.5,
856,8/28/2018,600036.SH,1060897.27,0.08,28.62,29.01,28.54,28.57,0.2803,28.54,368443.55,0.522045575,0.295848789,8.23,,18.87,5.16,
857,8/27/2018,600036.SH,1443348.642,0.84,28.54,28.61,27.85,28.05,3.0325,27.7,510807.55,0.663512445,0.999852581,8.26,,18.59,5,
858,8/26/2018,600036.SH,,,,,,,,,,0.534680953,0.999999999,,,,,
859,8/25/2018,600036.SH,,,,,,,,,,0.591423877,0.474282842,,,,,
860,8/24/2018,600036.SH,1325865.555,0.4,27.7,28.3,26.96,27.15,1.4652,27.3,480269.75,0.457179084,0.001741046,8.25,,17.15,4.97,
861,8/23/2018,600036.SH,874029.537,0.26,27.3,27.45,26.82,27.14,0.9615,27.04,321319.89,0.500970313,0.99730677,7.63,,17.47,4.96,
862,8/22/2018,600036.SH,548067.472,-0.06,27.04,27.2,26.82,27.19,-0.2214,27.1,202681.37,0.56489283,0.628172004,7.91,,16.98,5.28,
863,8/21/2018,600036.SH,1005654.829,0.14,27.1,27.42,26.89,27.04,0.5193,26.96,369906.29,0.545026634,0.683559207,7.96,,17.6,5.32,
864,8/20/2018,600036.SH,992571.277,0.44,26.96,27.11,26.42,26.99,1.6591,26.52,369550.56,0.49376623,0.025425935,8.2,,17.74,5.22,
865,8/19/2018,600036.SH,,,,,,,,,,0.672639829,0.468414634,,,,,
866,8/18/2018,600036.SH,,,,,,,,,,0.432928566,0.467436599,,,,,
